"","SKA03_27","SKA03_28","SKA03_29","SKA03_46","SKA03_48","SKA03_49"
"DMTN",2720,954,911,2556,2283,2460
"FAM160B2",1347,617,528,1033,894,854
"NUDT18",302,256,229,313,273,267
"HR",2,4,0,0,4,0
"REEP4",2518,1217,1408,2482,2298,2347
"LGI3",0,0,0,0,0,0
"SFTPC",0,0,0,0,0,0
"BMP1",853,403,431,800,735,645
"PHYHIP",19,20,10,20,20,11
"MIR320A",0,0,0,0,0,0
"POLR3D",2348,1127,1223,2273,1878,1969
"LOC100507071",32,6,6,14,15,10
"PIWIL2",453,186,231,369,301,317
"SLC39A14",27669,5098,5444,25131,25116,25797
"RPL21P77",23,18,12,7,0,0
"PPP3CC",540,179,225,374,377,347
"BTF3P3",6,10,6,6,3,2
"SORBS3",6892,4132,3660,6574,5782,5569
"PDLIM2",1860,1081,995,1675,1412,1424
"C8orf58",21,7,9,11,11,11
"LOC107986876",5,0,0,2,2,2
"CCAR2",8715,4480,3877,7546,7048,6831
"BIN3",510,181,185,374,373,404
"BIN3-IT1",28,10,8,10,4,4
"LOC105369180",77,33,32,15,12,8
"LOC107986924",0,0,4,0,0,0
"EGR3",6,0,0,12,5,0
"LOC105379322",0,0,0,0,0,0
"LOC105379321",0,0,0,0,0,0
"LOC107986926",0,0,0,0,0,0
"PEBP4",2,0,0,6,4,2
"LOC107986925",0,0,0,0,0,0
"LOC105379325",0,0,0,0,0,0
"LOC101929237",0,0,0,0,0,0
"LOC107984124",0,0,0,0,0,0
"RHOBTB2",2920,1360,1091,2451,2242,2036
"TNFRSF10B",4970,1279,1246,3773,3568,3875
"LOC286059",28,25,12,6,6,8
"LOC107986929",13,1,4,3,0,0
"LOC254896",0,0,0,4,0,1
"TNFRSF10C",0,1,0,0,2,0
"TNFRSF10D",1689,407,500,1491,1432,1594
"TNFRSF10A",1703,674,658,1870,1459,1469
"RPL23AP55",10,4,0,3,0,0
"LOC389641",343,152,158,384,315,289
"CHMP7",2837,1037,1096,2313,2251,2378
"LOC105379326",24,10,2,22,8,8
"R3HCC1",1455,1037,1147,1551,1474,1328
"LOXL2",23,12,5,13,15,17
"LOC100507156",0,0,0,0,0,0
"ENTPD4",3094,657,665,2249,1908,2134
"LOC646708",40,10,2,14,16,16
"LOC105379327",6,2,6,8,10,2
"SLC25A37",1726,1114,1077,1383,1292,1137
"SINHCAFP3",0,0,0,2,0,0
"LOC107986930",0,0,0,0,0,0
"NKX3-1",332,96,98,224,192,210
"NKX2-6",0,0,0,0,0,0
"LOC101929258",0,0,0,0,0,0
"STC1",22,8,8,2,8,6
"LOC107986931",0,0,0,0,0,0
"RNU1-148P",0,0,0,0,0,0
"LOC105379328",0,0,0,0,0,0
"ADAM28",47,6,28,35,30,28
"LOC101929294",3,0,0,3,0,0
"ADAMDEC1",0,0,0,0,0,0
"ADAM7",0,0,0,0,0,0
"LOC101929315",0,0,0,0,0,0
"LOC107986932",0,0,0,0,0,0
"LOC107986882",0,0,0,0,0,0
"LOC105379329",0,0,0,0,0,0
"NEFM",0,0,0,0,0,0
"LOC112268023",0,0,0,0,0,0
"NEFL",0,0,0,0,2,0
"MIR6841",0,0,0,0,0,0
"LOC105379330",0,0,0,0,0,0
"LOC100421161",0,0,0,0,0,0
"DOCK5",5923,1618,1365,3561,2176,2878
"MIR6876",2,0,2,0,0,0
"LOC105379331",4,12,1,2,0,3
"GNRH1",54,11,22,25,9,9
"KCTD9",2409,646,687,2351,2114,2355
"CDCA2",5563,1305,1425,3686,3165,3543
"LOC107986933",0,0,0,0,0,0
"LOC105379333",0,0,0,0,0,0
"LOC105379332",0,0,0,0,0,0
"EBF2",2,2,2,0,0,0
"LOC102723395",0,0,0,0,0,0
"LOC105379335",25,16,15,9,12,5
"LOC105379336",24,19,11,12,6,10
"PPP2R2A",6068,1739,2058,5105,5171,4999
"SDAD1P1",6,16,9,0,3,8
"BNIP3L",1148,412,395,1243,1040,1350
"DNAJB6P2",4,0,0,0,0,0
"LOC105379337",6,2,0,0,0,0
"PNMA2",49,4,4,38,32,32
"DPYSL2",5680,2206,1950,4169,3572,3478
"PSME2P5",0,0,0,0,0,0
"ADRA1A",4,8,4,0,0,0
"LOC105379339",0,0,0,0,0,0
"MIR548H4",0,0,0,0,0,0
"LOC105379340",87,78,76,110,103,66
"STMN4",0,0,0,0,0,0
"TRIM35",1678,457,518,1479,1482,1548
"PTK2B",782,213,170,573,480,528
"MIR6842",0,0,0,0,0,0
"CHRNA2",2,4,0,0,2,2
"EPHX2",422,279,210,468,412,401
"CLU",6979,4485,4181,6447,5913,6031
"MIR6843",3,2,0,0,0,0
"SCARA3",1566,560,509,1197,1188,1211
"MIR3622B",0,0,0,0,0,0
"MIR3622A",0,0,0,0,0,0
"CCDC25",308,581,465,286,294,288
"LOC107986934",2,0,2,4,1,0
"ESCO2",2063,363,428,1659,1886,1977
"PBK",2569,987,1124,2745,2702,2709
"SCARA5",2,2,4,4,4,2
"MIR4287",0,0,0,0,0,0
"LOC105379342",0,0,0,0,0,0
"NUGGC",87,54,54,65,75,59
"ELP3",2875,1257,1248,2610,2580,2474
"LOC105379343",8,6,6,4,1,2
"LOC100131127",0,0,0,0,0,0
"LOC100130891",0,0,0,0,0,0
"RPL5P22",0,0,0,0,0,0
"PNOC",4,0,0,0,0,0
"ZNF395",2983,2133,1789,2152,2058,2100
"FBXO16",54,45,80,93,89,88
"FZD3",1067,522,572,928,916,1062
"MIR4288",2,0,0,0,0,0
"EXTL3",3582,1334,1244,3001,2706,2902
"EXTL3-AS1",3,10,2,0,0,0
"INTS9",993,342,276,964,947,953
"HMBOX1",1293,516,400,589,318,471
"LOC105379346",12,2,1,2,0,2
"KIF13B",3182,1154,928,2075,1802,1849
"DUSP4",396,270,282,350,278,292
"LOC105379349",0,0,0,0,0,0
"LOC107986883",0,0,0,0,0,0
"LOC105379350",0,0,0,0,0,0
"LOC107986935",0,0,0,0,0,0
"LOC105379351",2,0,0,0,0,0
"LOC105379352",0,0,0,0,0,0
"RPL17P33",0,0,0,0,0,0
"LINC00589",2,0,0,0,0,2
"LINC02099",6,0,0,0,0,2
"LOC101929470",2,0,0,6,5,12
"LOC107986884",4,0,0,6,3,1
"LOC105379354",1,0,0,0,0,0
"LINC02209",0,2,2,0,0,0
"MIR3148",0,0,0,0,0,0
"MAP2K1P1",10,2,2,14,0,12
"SARAF",4496,1676,1723,4196,4244,4198
"LEPROTL1",2029,759,757,2080,1885,1850
"RPS15AP24",6,8,8,4,8,6
"MBOAT4",17,0,4,12,2,6
"DCTN6",1164,522,571,1281,1223,1171
"HSPA8P11",0,0,0,0,0,0
"TAGLN2P2",0,0,0,0,0,0
"LOC100128441",0,0,0,0,0,0
"TUBBP1",10,10,2,22,14,24
"RBPMS-AS1",62,56,46,86,70,52
"RBPMS",2470,958,997,1868,1569,1657
"LOC112268025",135,60,49,47,8,12
"LOC112268024",392,124,114,205,86,89
"GTF2E2",1659,881,976,1752,1637,1603
"SMIM18",13,5,14,3,0,7
"GSR",7569,3226,3537,7719,7560,7455
"UBXN8",891,408,375,818,852,952
"LOC105379356",5,6,2,9,0,9
"LOC105379355",2,5,18,9,2,4
"PPP2CB",4435,1174,1523,4906,4930,4806
"TEX15",459,42,69,267,184,269
"LOC105379357",2,0,0,0,0,0
"LPGAT1P1",0,0,0,0,0,0
"PURG",6,0,0,0,0,0
"WRN",1022,186,250,660,597,615
"LOC105379358",2,0,0,5,0,0
"KCTD9P6",0,0,0,0,0,0
"LOC101929492",13,4,0,4,6,2
"LOC105379360",0,0,0,0,0,0
"NRG1",2,0,4,6,10,10
"LOC107986936",0,0,0,0,0,0
"NRG1-IT1",0,0,0,0,0,0
"LOC105379361",0,0,0,0,0,0
"NRG1-IT3",0,0,0,0,0,0
"LOC105379362",0,0,2,0,0,6
"FUT10",979,186,199,854,705,718
"LOC100507379",12,2,4,4,2,4
"MAK16",2824,1111,1114,2682,2687,2825
"TTI2",744,159,226,702,700,681
"SNORD13",13,2,2,2,0,0
"LOC100630919",0,2,0,0,0,0
"RPL10P18",0,0,0,0,0,0
"RNF122",73,16,46,56,34,58
"DUSP26",140,88,110,140,182,154
"LOC105379363",2,0,0,1,0,0
"VENTXP5",0,0,0,0,0,0
"LOC105379364",0,0,0,0,0,0
"RPL6P22",0,0,0,0,0,0
"LOC105379366",0,0,0,0,0,0
"LOC105379365",0,0,0,0,0,0
"RPL10AP3",0,0,0,0,0,0
"LINC01288",0,0,0,0,0,0
"RPL21P80",0,2,4,0,0,2
"LOC105379368",0,0,0,0,0,0
"LOC105379369",0,0,0,0,0,0
"UNC5D",0,0,0,0,0,0
"LSM12P1",40,18,20,30,26,18
"LOC101929550",0,0,0,0,0,0
"LOC112268026",0,0,0,0,0,0
"LOC105379370",0,0,0,0,0,0
"LOC105379371",0,0,0,0,0,0
"KCNU1",0,0,0,0,0,0
"LOC105379375",0,0,0,0,0,0
"TPT1P8",0,0,0,0,0,0
"LOC105379376",0,0,0,0,0,0
"RPL26P25",0,0,0,0,0,0
"LOC105379377",0,0,0,0,0,0
"SMARCE1P4",0,0,0,0,0,0
"LOC100507403",0,0,0,0,0,0
"LINC01605",17,35,11,9,10,17
"LOC105379379",0,0,0,0,0,0
"LOC105379378",0,2,0,0,0,2
"LOC105379380",2,0,0,0,0,0
"ZNF703",3481,2102,1845,2520,2485,2154
"LOC101929622",0,0,2,0,0,0
"LOC102723701",6,0,0,0,0,0
"ERLIN2",2751,630,628,2561,2772,2792
"LOC728024",50,28,48,24,14,38
"PLPBP",2906,863,841,3201,3055,3160
"LOC105379381",0,0,0,0,0,0
"ADGRA2",61,14,10,58,72,57
"BRF2",595,122,161,416,440,423
"RAB11FIP1",9663,2088,2427,7155,6205,6610
"GOT1L1",0,1,0,0,0,0
"ADRB3",0,0,0,0,0,0
"EIF4EBP1",3233,3464,3249,3895,3996,3773
"ASH2L",1865,640,608,1695,1798,1789
"STAR",4,2,2,11,2,0
"LOC105379382",0,0,1,0,0,1
"LSM 1.00",1376,804,1009,1417,1464,1382
"BAG4",2424,744,712,1690,1619,1820
"DDHD2",1829,236,238,1321,1281,1319
"PLPP5",408,236,186,397,353,353
"NSD3",3530,996,866,2646,2150,2317
"LETM2",123,45,69,90,75,41
"LOC102723716",0,0,0,0,0,4
"FGFR1",779,252,264,650,532,614
"RPS20P22",4,2,3,2,8,0
"C8orf86",0,0,0,1,4,6
"LOC105379383",14,23,8,6,2,8
"LOC105379384",1,0,0,0,0,0
"RNF5P1",6,4,6,12,14,18
"TACC1",5865,2178,1996,4511,3336,3761
"PLEKHA2",835,238,226,619,482,433
"HTRA4",0,0,0,0,0,0
"TM2D2",2471,1650,1668,2898,2681,2383
"ADAM9",9051,590,541,8172,7427,8420
"SNORD38D",6,0,6,0,0,1
"ADAM32",4,2,0,2,0,0
"RPL3P10",0,0,0,0,0,0
"ADAM5",0,0,0,0,0,0
"ADAM3A",0,0,0,0,0,0
"LOC100130964",0,0,0,0,0,0
"ADAM18",0,0,0,0,0,0
"ADAM2",0,0,0,0,0,0
"IDO1",0,0,0,0,0,0
"IDO2",0,0,0,0,0,0
"LOC105379385",0,0,0,1,0,0
"LINC02866",0,0,0,0,0,0
"TCIM",8,6,6,8,6,12
"SIRLNT",1,0,0,0,2,0
"LOC105379388",0,0,0,0,0,0
"ZMAT4",0,0,0,0,0,0
"LOC107986938",0,0,0,0,0,0
"LOC105379389",0,0,0,0,0,0
"LOC105379390",0,0,0,0,0,0
"LOC105379771",0,1,4,0,0,0
"SFRP1",0,0,0,0,0,0
"MIR548AO",0,0,0,0,0,0
"SNORD65B",0,0,0,0,0,0
"LOC105379391",0,0,0,0,0,0
"GOLGA7",2248,548,576,2303,2177,2354
"KRT18P37",2,0,0,0,0,0
"GINS4",1497,468,533,1472,1347,1402
"LOC102723729",7,0,0,0,3,4
"GPAT4",4167,2570,2445,3758,3378,3477
"NKX6-3",0,0,0,0,0,0
"ANK1",2,4,2,2,0,0
"MIR486-1",0,0,0,0,0,0
"MIR486-2",0,0,0,0,0,0
"LOC105379392",0,0,0,0,0,0
"KAT6A",5487,1853,1367,3127,2258,2455
"LOC105379393",0,0,0,0,0,0
"LOC101059972",0,2,0,0,0,0
"LOC107986939",0,0,6,0,0,0
"AP3M2",931,364,298,904,811,757
"PLAT",25,4,4,12,4,10
"LOC101929897",0,0,0,0,0,0
"IKBKB",657,282,286,511,464,455
"LOC105379395",64,22,15,14,19,25
"POLB",865,504,559,831,863,905
"RPL5P23",3,5,4,2,4,0
"DKK 4.00",8,0,2,7,4,0
"VDAC3",4210,2178,2431,5078,5203,4896
"SLC20A2",4146,1214,1185,3279,2842,3264
"SMIM19",321,172,226,315,218,243
"LOC105379396",0,0,0,0,0,0
"CHRNB3",2,0,0,0,0,0
"LOC100288666",0,0,0,0,0,0
"CHRNA6",0,0,2,0,0,0
"THAP1",600,222,219,634,569,614
"RNF170",874,473,410,799,919,888
"MIR4469",0,0,0,0,0,0
"HOOK3",3759,1327,1443,2514,1749,2118
"FNTA",2641,1276,1538,2981,2867,2739
"POMK",1135,179,113,581,269,342
"HGSNAT",1353,274,298,1146,1121,1177
"LOC101059977",0,0,0,0,0,0
"AFG3L2P1",0,0,0,0,0,0
"LOC101926993",0,0,0,0,0,0
"POTEA",0,0,0,0,0,0
"LOC105379397",0,0,0,0,0,0
"ASNSP1",0,0,2,0,0,0
"LOC105375811",0,0,0,0,0,0
"ASNSP4",0,0,0,0,0,0
"LOC100130861",0,0,0,0,0,0
"TRIM60P15",0,0,0,0,0,0
"LOC105375812",0,0,0,0,0,0
"LINC00293",0,0,0,0,0,0
"LOC728587",0,0,0,0,0,0
"LOC105375813",0,0,0,0,0,0
"LOC105375814",0,0,0,0,0,0
"MAPK6P4",0,0,0,0,0,0
"LOC105375815",4,0,0,0,0,0
"LOC105375816",4,2,2,3,2,0
"LOC105375817",0,0,0,0,0,0
"LOC107986885",2,0,0,0,0,0
"RPL10AP2",0,0,2,0,0,0
"LOC100287846",0,0,0,0,0,0
"IGLV8OR8-1",2,0,0,0,0,0
"SPIDR",869,395,363,778,723,719
"LOC107986940",10,3,7,1,0,0
"LOC100420054",34,10,11,14,12,8
"LOC100507422",0,8,0,0,0,0
"CEBPD",2158,1121,1316,1591,1302,1506
"PRKDC",32670,6148,5690,20281,14864,18671
"LOC105375818",42,20,2,19,2,3
"MCM4",12548,4665,5397,11534,11151,11329
"TCONS_00068220",132,83,56,95,147,64
"UBE2V2",2660,1880,1920,2765,2648,2703
"LOC107986941",0,0,0,0,0,0
"IDI1P2",0,0,0,0,0,0
"LOC105375820",0,0,0,0,0,0
"LOC105375821",4,0,0,0,0,0
"RPL29P19",0,0,0,0,0,0
"LOC105375822",0,0,0,0,0,0
"LOC112268027",0,0,0,0,0,0
"LOC101929268",0,0,0,0,0,0
"LINC02847",0,0,0,0,0,0
"LOC101929217",0,0,0,0,0,0
"EFCAB1",0,2,0,0,0,0
"LOC105375825",0,0,0,0,0,0
"SNAI2",0,0,0,0,2,0
"LOC107986942",0,0,0,0,0,0
"PPDPFL",0,6,0,0,0,0
"LOC105375826",0,0,0,0,0,0
"LOC100507464",0,0,0,0,0,0
"PSAT1P1",0,0,0,0,0,0
"SNTG1",0,0,0,0,0,0
"LOC105375829",0,0,0,0,0,0
"LOC105375828",0,0,0,0,0,0
"CYCSP22",0,0,0,0,0,0
"LOC100128686",0,0,0,0,0,0
"LOC105375830",0,0,0,0,0,0
"LOC105375831",0,0,0,0,0,0
"PXDNL",12,8,12,2,2,0
"BRIX1P1",0,0,0,0,0,0
"BTF3P1",0,0,0,2,0,0
"LOC105375833",5,1,0,0,0,2
"PCMTD1",733,303,328,538,631,583
"LOC102724330",108,64,46,78,96,80
"ST18",6,6,0,12,7,6
"LOC101929341",0,4,0,0,0,0
"RPL34P17",0,0,0,0,0,0
"ALKAL1",0,0,0,0,0,0
"RB1CC1",2548,824,781,1547,1308,1640
"LOC105375835",0,0,0,0,0,0
"LOC107986943",0,0,0,0,0,0
"NPBWR1",0,0,0,0,0,0
"LOC101060191",0,0,0,0,0,0
"LOC105375836",0,0,0,0,0,0
"OPRK1",2,0,0,4,0,0
"LOC100507516",0,0,0,0,0,0
"RPL21P79",0,0,0,0,0,0
"MAPK6P1",0,0,0,0,0,0
"ATP6V1H",2097,761,914,1815,1748,1686
"RGS20",53,14,20,29,16,12
"TCEA1",7502,1982,2300,7054,6989,7110
"LOC100131254",45,11,0,9,12,4
"LOC105375839",13,7,1,2,2,0
"LYPLA1",5357,1510,1694,5421,6077,6000
"TDGF1P5",24,12,9,0,0,0
"MRPL15",3412,1984,2241,3851,4105,3833
"CHCHD2P10",0,0,0,0,0,0
"RNU105C",0,0,0,0,0,2
"LOC105375840",0,0,0,0,0,0
"LOC105375841",0,0,2,0,0,0
"SOX17",0,0,0,0,0,0
"LOC100129098",0,0,0,0,0,0
"RP1",8,2,2,0,0,2
"SEC11B",0,0,0,0,0,0
"LOC100131013",0,0,0,0,0,0
"LOC105375842",0,0,0,0,0,0
"LOC107986944",0,0,0,0,0,0
"LOC107986886",0,0,0,0,0,0
"LOC107986887",0,0,0,0,0,0
"XKR4",0,4,0,0,0,2
"LOC105375844",0,0,0,0,0,0
"SBF1P1",0,0,0,0,0,0
"LOC105375843",0,0,0,0,0,0
"LOC105375845",0,0,0,0,0,0
"LOC105375846",1,3,0,4,0,2
"TMEM68",1233,345,413,1192,1112,1178
"TGS1",2168,581,591,1623,1576,1479
"LYN",2102,516,535,1784,1824,1816
"SNORA1B",0,0,0,0,0,0
"PSMC6P1",18,2,4,8,12,18
"RPS20",24073,35338,34080,31163,28501,26551
"SNORD54",2,8,1,5,2,5
"CERNA3",6,0,0,4,1,4
"MOS",0,0,0,0,0,0
"PLAG1",118,38,30,52,62,32
"CHCHD7",868,834,768,1091,1165,886
"SDR16C5",0,0,0,0,0,0
"SDR16C6P",0,0,0,0,0,0
"LOC105375849",0,0,0,0,0,0
"PENK",0,0,0,0,0,0
"LOC101929415",0,0,0,0,0,0
"SEPTIN10P1",6,2,0,2,2,0
"LOC101929398",0,0,0,0,0,0
"LINC00968",0,0,0,0,0,0
"LOC105375850",0,0,0,0,0,0
"RPL37P6",0,0,2,0,0,0
"LOC105375851",0,0,0,0,0,0
"LOC105375852",0,0,0,0,0,0
"RNU6-13P",0,8,0,0,0,0
"BPNT2",5130,996,1070,4419,4202,4791
"LINC01606",0,0,0,0,0,0
"LOC286177",0,0,0,0,0,0
"LINC00588",0,0,0,0,0,0
"LOC101929488",0,0,0,0,0,0
"LOC107986888",0,4,0,4,2,4
"LOC105375855",6,2,0,8,0,2
"LOC286178",0,0,0,0,0,0
"LOC105375856",0,0,0,0,0,0
"LINC01602",4,6,4,18,10,16
"FAM110B",4,0,2,2,0,0
"RPL26P26",0,0,0,0,0,0
"LOC107986945",0,0,0,0,0,0
"LOC101929528",0,0,0,0,0,0
"UBXN2B",1646,358,339,1139,951,1083
"LOC100421822",26,8,14,9,0,0
"CYP7A1",0,2,0,0,0,0
"LOC110596867",0,0,0,0,0,0
"LOC105375857",0,0,0,0,0,0
"SDCBP",4341,1450,1636,4695,4251,4580
"NSMAF",2757,545,618,2443,2383,2298
"RPS26P7",3,0,0,4,0,4
"LOC105375858",0,0,0,0,0,0
"TOX",0,0,0,0,0,0
"LOC100505501",0,0,0,0,0,0
"NUDT15P1",0,0,0,0,0,0
"LOC105375860",0,0,0,0,0,0
"LOC105375859",0,0,0,0,0,0
"LOC107986889",0,0,0,0,0,0
"LOC105375861",0,0,0,0,0,0
"LOC105375863",0,0,0,0,0,0
"CA8",58,23,28,38,68,72
"LOC105375864",0,0,0,4,0,0
"PDCL3P1",0,0,0,0,0,0
"LINC01301",0,6,0,0,0,0
"RAB2A",4159,1435,1528,3956,4151,4049
"CHD7",4225,2528,2080,2640,1631,1940
"LOC105375938",0,0,0,0,0,0
"NASPP1",0,0,0,0,2,0
"CLVS1",2,0,0,0,2,0
"LOC100130298",0,0,0,0,0,0
"LOC105375870",0,0,0,0,0,0
"ASPH",17928,3062,3248,15108,13496,14603
"KRT8P3",953,768,744,1129,1112,986
"MIR4470",1,0,0,0,0,0
"LINC02842",0,0,0,0,0,0
"LOC105375871",0,0,0,0,0,0
"LINC02155",0,0,0,0,0,0
"NARS1P2",0,0,0,0,0,0
"LOC392226",0,0,0,0,2,0
"NKAIN3",4,2,10,0,0,0
"LOC112268028",0,0,0,0,0,0
"XRCC6P4",0,0,0,0,0,0
"LOC112268019",0,0,0,0,0,0
"SRPK2P",0,0,0,0,0,0
"LOC107986946",0,2,2,8,1,0
"GGH",3396,1763,1906,3854,3671,3599
"TTPA",2,2,0,8,4,4
"LOC100128540",0,0,0,0,0,0
"YTHDF3-AS1",32,38,18,24,31,14
"YTHDF3",7273,1309,1396,5678,5249,5565
"LOC105375873",4,1,2,0,2,0
"IFITM8P",0,0,0,0,0,0
"LOC105375875",0,0,0,0,0,0
"LOC105375874",0,0,0,0,2,0
"LOC102724612",0,0,0,0,0,0
"LOC105375876",0,0,0,0,0,0
"LINC01289",0,0,0,6,0,0
"LINC01414",13,2,3,9,25,14
"LOC105375877",0,0,0,0,0,0
"MIR124-2HG",0,0,0,0,0,0
"MIR124-2",0,0,0,0,0,0
"LOC107986878",0,0,0,0,0,0
"LOC401463",0,0,0,0,0,0
"BHLHE22",0,0,0,0,0,0
"CYP7B1",0,4,0,0,0,0
"LOC105375879",0,0,0,0,0,0
"LOC105375878",0,0,0,0,0,0
"LOC105375880",0,0,0,0,0,0
"LINC00251",0,0,0,0,0,0
"LOC105375881",0,0,0,0,0,0
"LINC01299",0,0,0,0,0,0
"ARMC1",2385,886,1032,2282,2200,2476
"MTFR1",1836,692,719,2041,2027,2134
"PDE7A",1329,484,473,880,842,923
"LOC107986949",8,3,0,6,1,0
"LOC107986948",5,5,2,4,0,3
"LOC107986950",0,0,0,0,0,0
"LOC105375883",0,1,2,2,0,4
"DNAJC5B",1,0,0,2,0,0
"TRIM55",0,0,14,2,0,0
"TRY-GTA5-1",0,0,0,0,0,0
"TRY-GTA5-2",2,0,2,0,0,0
"CRH",0,2,0,0,0,0
"LOC112268029",0,0,0,0,0,0
"LINC00967",0,0,0,0,0,0
"LOC102724687",0,0,2,8,0,0
"RRS1-AS1",10,6,8,8,9,13
"RRS1",3336,1760,1791,3651,3350,3532
"ADHFE1",0,1,2,0,0,0
"VXN",32,8,10,13,26,13
"MYBL1",389,68,91,277,204,253
"LOC105375884",18,10,8,6,5,5
"VCPIP1",2151,438,356,1106,940,1092
"C8orf44",61,25,23,37,27,20
"C8orf44-SGK3",0,0,2,0,0,0
"SGK3",3,0,0,2,1,4
"PTTG3P",0,0,0,0,0,0
"MCMDC2",86,68,37,63,79,86
"SNHG6",731,773,680,800,818,697
"SNORD87",7,7,6,7,5,9
"TCF24",6,4,15,22,4,3
"PPP1R42",2,0,0,0,0,2
"LOC100288001",0,0,0,0,0,0
"LOC105375885",0,0,0,0,0,0
"COPS5",1928,1356,1280,2119,2203,2055
"CSPP1",927,1032,882,538,429,514
"ARFGEF1",3706,430,392,2467,2096,2413
"LOC102724708",2,8,3,5,0,2
"RPL17P31",0,0,0,0,0,0
"CPA6",108,32,20,50,33,23
"LOC105375886",88,50,18,17,10,6
"NACAP10",0,2,0,2,0,0
"PREX2",0,0,0,0,0,0
"LOC105375888",0,0,0,0,0,0
"C8orf34-AS1",0,0,0,0,0,0
"C8orf34",0,0,0,0,0,0
"RFPL4AP2",0,0,0,0,0,0
"RPS15AP25",0,0,0,0,0,0
"LOC107986951",0,0,0,0,0,0
"LINC01592",0,0,0,0,0,0
"LINC01603",0,0,0,0,0,0
"SULF1",0,0,0,2,0,0
"SLCO5A1",178,96,86,92,40,50
"LOC105375889",0,0,0,0,0,0
"LOC100101127",0,0,0,0,0,0
"LOC101929759",0,0,0,0,0,0
"LOC100288097",0,0,0,0,0,0
"SDCBPP2",0,0,0,0,0,0
"SUMO2P20",0,0,0,0,0,0
"PRDM14",0,0,0,0,0,0
"H2AZP2",0,0,0,0,0,2
"NCOA2",2829,490,378,1464,1287,1365
"BTF3P12",7,4,8,6,0,1
"RPS18P11",0,0,0,0,0,0
"LOC101926892",0,0,0,0,0,0
"RPL13P11",0,0,0,0,0,0
"LOC105375890",0,0,0,0,0,0
"TRAM1",42805,9055,10475,37322,39661,40323
"LACTB2-AS1",124,24,39,23,32,40
"LACTB2",1521,769,874,1507,1537,1601
"XKR9",795,205,274,642,644,624
"LOC105375894",9,0,0,2,2,0
"EYA1",3,0,0,2,0,0
"TRAPPC2P2",0,0,2,0,0,0
"LOC102724772",0,0,0,0,0,0
"LOC105375892",0,0,0,0,0,0
"LOC107986890",0,0,0,0,0,0
"MSC",0,0,0,0,0,0
"MSC-AS1",0,0,2,0,0,0
"TRPA1",0,0,0,0,0,0
"LOC105375896",0,0,0,0,0,0
"LOC392232",2,0,0,4,0,0
"LOC100129527",0,0,0,0,0,0
"LOC105375897",0,0,0,0,0,0
"KCNB2",0,0,0,0,0,0
"HAUS1P3",0,0,0,0,0,0
"LOC101926908",0,0,0,0,0,0
"TERF1",2006,936,869,2030,1717,1919
"SBSPON",29,22,4,26,30,12
"LOC107986891",0,0,0,0,0,0
"LOC646197",0,0,0,0,0,0
"LOC105375901",0,0,0,0,0,2
"C8orf89",0,2,0,0,0,0
"PRXL2AP2",0,0,0,0,0,0
"RPL7",56901,50493,55470,65256,70426,57881
"RDH10",6086,1731,1980,3911,3613,4082
"RDH10-AS1",56,19,18,17,6,12
"LOC105375899",0,0,0,0,0,0
"STAU2-AS1",10,2,1,4,0,0
"STAU2",1204,250,332,1202,1084,1118
"VENTXP6",3,8,0,0,0,2
"LOC105375902",23,8,7,10,9,8
"UBE2W",1010,278,378,745,764,694
"LINC01617",4,0,0,0,0,2
"GYG1P1",0,0,0,0,0,0
"ELOC",2733,2344,2402,3148,2933,2961
"TMEM70",1973,1420,1437,2378,2567,2399
"RPS20P21",0,0,0,0,0,0
"DSTNP3",0,6,4,0,0,0
"LY96",0,8,2,2,2,6
"RPS3AP32",0,0,0,0,0,0
"LOC105375903",0,0,3,0,3,0
"JPH1",1626,358,277,1220,1119,1203
"GDAP1",934,222,300,728,719,796
"MIR5681B",0,0,0,0,0,0
"MIR5681A",0,0,0,0,0,0
"LOC105375904",0,0,1,4,0,0
"MIR2052HG",12,0,0,6,2,1
"PCBP2P2",22,23,12,24,24,30
"MIR2052",0,0,0,0,0,0
"PI15",0,0,0,0,0,2
"CRISPLD1",75,17,20,25,58,39
"LOC105375905",0,0,0,0,0,0
"CASC9",14,8,8,23,10,17
"PKMP4",0,2,2,0,0,0
"HNF4G",303,48,84,305,352,309
"LOC105375906",0,2,0,0,0,0
"LOC102724858",52,36,34,51,32,46
"LINC01111",0,0,0,0,0,0
"LOC107986952",0,0,0,0,0,0
"MRPL9P1",0,0,0,0,0,0
"ZFHX4-AS1",0,0,0,0,0,0
"ZFHX4",48,14,22,14,16,20
"MIR3149",0,0,0,0,1,0
"PEX2",834,311,272,775,773,837
"HIGD1AP18",2,0,0,0,0,0
"LOC105375909",0,0,0,0,0,0
"LOC102724874",0,0,0,0,0,0
"LOC105375911",0,0,0,0,0,0
"PKIA",0,0,0,0,0,0
"PKIA-AS1",0,0,0,0,0,0
"ZC2HC1A",213,64,76,166,126,73
"IL7",3,2,0,0,0,2
"LOC101241902",0,6,0,0,0,0
"THAP12P7",10,2,0,4,24,8
"LOC105375914",0,0,0,0,0,0
"LINC02605",2,0,0,0,2,0
"LOC105375912",0,0,0,0,0,0
"LOC105375913",0,0,6,0,0,0
"LOC107986892",0,0,0,0,0,0
"LOC105375915",0,0,0,0,0,0
"MIR12123",0,0,0,0,0,0
