"","SKA03_16","SKA03_19","SKA03_20","SKA03_41","SKA03_43","SKA03_45"
"FAM90A6P",0,0,0,0,0,0
"FAM90A7P",0,0,0,0,0,0
"LOC105377800",0,0,0,0,0,0
"FAM90A21P",0,0,0,0,0,0
"FAM90A22P",0,0,0,0,0,0
"FAM90A23P",0,0,0,0,0,0
"LOC107986910",0,0,0,0,0,0
"LOC101929400",0,0,2,0,0,0
"OR7E154P",0,0,0,0,0,0
"LOC105379215",0,0,0,0,0,0
"FAM90A14P",0,0,0,0,0,0
"FAM90A18P",0,0,0,0,0,0
"FAM90A16P",0,0,0,0,0,0
"FAM90A8P",0,0,0,0,0,0
"FAM90A17P",0,0,0,0,0,0
"FAM90A19P",0,0,0,0,0,0
"FAM90A9P",0,0,4,0,0,0
"LOC107986912",0,0,0,0,0,0
"FAM90A10P",0,0,0,0,0,0
"PRR23D2",0,0,0,0,0,0
"PRR23D3P",0,0,0,0,0,0
"LOC105379216",0,0,0,0,0,0
"DEFB107A",0,0,0,0,0,0
"DEFB105A",0,0,0,0,0,0
"DEFB106A",0,0,0,0,0,0
"DEFB104A",0,0,0,0,0,0
"SPAG11A",0,0,0,0,0,0
"DEFB103A",0,0,0,0,0,0
"HSPD1P2",0,0,0,0,0,0
"DEFB4A",0,0,0,0,0,0
"ZNF705B",0,0,0,0,0,0
"DEFB108A",0,0,0,0,0,0
"FAM66E",0,0,0,0,0,0
"USP17L8",0,0,0,0,0,0
"USP17L3",0,0,0,0,0,0
"FAM90A11P",0,0,0,0,0,0
"FAM90A24P",0,0,0,0,0,0
"FAM90A12P",0,0,0,0,1,0
"LOC105379220",25,18,34,23,10,4
"MIR548I3",0,0,0,0,0,0
"RPS3AP31",0,0,0,0,0,0
"FAM85B",0,0,5,0,0,0
"SNRPCP17",0,0,0,0,0,0
"LOC112268014",0,3,1,0,1,1
"FAM86B3P",5,0,4,0,3,3
"PRAG1",321,464,867,402,583,779
"LOC105379222",0,0,0,0,0,0
"LOC107986913",0,0,2,2,2,4
"LOC105379224",0,0,0,0,0,0
"RN7SL178P",2,0,0,0,0,0
"LOC105379225",0,0,0,0,0,0
"CLDN23",14,40,41,10,54,20
"MFHAS1",2026,1804,2788,1576,1684,2022
"ERI1",399,460,702,493,544,658
"RPL10P19",0,0,0,0,0,0
"LOC105379227",0,0,0,0,0,0
"MIR4660",0,0,0,0,0,0
"SNORD3I",0,0,0,0,0,0
"PPP1R3B",80,138,178,164,262,260
"LOC102724880",1,1,0,0,0,0
"LOC101929128",43,35,78,59,39,46
"LOC107986914",0,0,0,0,0,0
"LOC157273",0,0,0,0,0,0
"LOC105379228",0,0,0,0,0,0
"LOC105379231",0,0,0,0,0,0
"LOC105379230",0,0,0,0,0,0
"TNKS",42,92,137,100,148,178
"MIR597",0,0,0,0,0,0
"MIR124-1HG",0,0,0,0,0,0
"MIR124-1",0,0,0,0,0,0
"LOC105379234",0,0,0,0,0,0
"MSRA",32,36,74,89,30,19
"LINCR-0001",0,0,2,0,0,0
"LOC112268021",0,0,0,0,0,0
"PRSS55",0,0,0,0,0,0
"LOC105379237",0,0,0,0,0,0
"RP1L1",0,0,0,2,1,4
"MIR4286",0,0,0,0,0,0
"C8orf74",0,0,0,0,0,0
"SOX7",4,2,6,4,4,2
"LOC102723313",4,4,4,0,4,2
"PINX1",170,229,437,255,250,233
"MIR1322",0,0,0,0,0,0
"LOC101929229",2,0,0,0,0,0
"LOC101929248",0,0,0,0,0,0
"LOC112268022",0,0,0,0,0,0
"XKR6",0,0,0,0,0,0
"MIR598",0,0,0,0,0,0
"LOC101929269",0,0,0,0,0,0
"RPL19P13",0,0,0,0,0,0
"LOC107986915",0,0,0,0,0,0
"MTMR9",20,18,32,12,18,30
"LOC101929290",0,0,0,0,0,0
"SLC35G5",0,0,0,0,0,0
"TDH",0,0,0,0,0,0
"LOC100129129",0,0,0,0,0,0
"FAM167A-AS1",0,0,0,0,0,0
"FAM167A",0,2,4,0,2,0
"BLK",0,0,2,2,2,0
"LOC105379241",0,0,0,0,0,0
"LINC00208",0,0,0,0,0,0
"LOC105379242",2,0,0,6,2,0
"GATA4",24,20,40,20,34,30
"SNORA99",0,0,0,0,0,0
"C8orf49",0,0,0,0,0,0
"NEIL2",256,155,212,140,112,125
"LOC105379243",0,0,0,0,0,0
"SUB1P1",0,0,0,0,0,0
"FDFT1",390,627,635,772,713,830
"CTSB",14369,13054,17330,13691,12509,12933
"LOC105379244",0,0,0,0,0,0
"LOC112268017",0,0,0,0,0,0
"DEFB136",0,0,0,0,0,0
"DEFB135",0,0,0,0,0,0
"DEFB134",0,0,0,0,0,0
"LOC105379245",0,0,0,0,0,0
"LOC105379246",0,0,0,0,0,0
"DEFB131C",0,0,0,0,0,0
"DEFB130B",0,0,0,0,0,0
"ZNF705D",0,0,0,0,0,0
"DEFB108D",0,0,0,0,0,0
"FAM66D",2,0,0,0,2,0
"LOC392196",0,0,0,0,0,0
"USP17L7",0,0,0,0,0,0
"USP17L2",0,0,0,0,0,0
"FAM90A2P",0,0,0,0,0,0
"FAM86B1",27,53,50,28,47,36
"FAM85A",3,1,2,1,0,0
"DEFB131D",0,0,0,0,0,0
"DEFB130A",0,0,0,0,0,0
"DEFB108E",0,0,0,0,0,0
"ZNF705CP",0,0,0,0,0,0
"FAM66A",0,0,0,0,1,0
"LOC100421094",0,0,0,0,0,0
"LOC649352",0,0,0,0,0,0
"DEFB109A",0,0,0,0,0,0
"FAM90A25P",0,0,0,0,0,0
"ALG1L12P",1,0,0,0,0,0
"FAM86B2",2,1,12,2,3,6
"LOC100506990",83,56,122,68,53,46
"LOC729732",2,10,6,5,5,1
"RPS3AP34",1,1,9,0,0,1
"RPS3AP35",0,0,0,0,0,0
"MIR5692A2",0,0,0,0,0,0
"LONRF1",24,28,44,22,48,65
"MIR3926-2",0,0,0,0,0,0
"MIR3926-1",0,0,0,0,0,0
"LOC340357",0,0,0,0,0,0
"LINC00681",0,0,0,0,0,0
"LOC105379289",0,0,0,0,0,0
"TRMT9B",0,0,0,0,0,0
"RNU6-842P",0,0,0,0,0,0
"DLC1",169,122,210,118,134,132
"LOC101930149",0,0,0,0,0,2
"C8orf48",0,0,0,0,0,0
"LOC102725080",0,0,0,0,0,0
"LOC107986916",0,0,0,0,0,0
"LOC100419761",0,0,0,0,0,0
"LOC105379292",0,0,0,0,0,0
"LOC100421160",0,0,0,0,0,0
"SGCZ",0,0,0,0,2,0
"EIF4EP5",2,0,0,0,0,2
"MIR383",0,0,0,0,0,0
"TUSC3",2,4,12,8,4,0
"LOC100431174",0,0,0,0,0,0
"PPM1AP1",0,0,0,0,0,0
"MSR1",12,8,12,16,26,8
"LOC101929028",2,0,0,0,0,0
"LOC105379297",0,0,0,0,0,0
"FGF20",0,0,0,0,2,0
"MICU3",34,14,16,11,9,20
"RPL9P20",2,0,0,0,0,0
"ZDHHC2",292,418,532,499,488,567
"LOC107986918",8,8,2,8,4,0
"CNOT7",1564,2399,3003,2984,3363,3587
"VPS37A",853,870,1418,1157,1108,1273
"MTMR7",3,0,9,3,9,5
"LOC102724838",2,0,0,0,0,0
"SLC7A2",1261,1188,1523,1443,1924,2114
"PDGFRL",28,22,37,24,13,7
"LOC107986919",0,0,0,0,4,4
"MTUS1",2759,2043,2995,3068,3612,3775
"MIR548V",0,0,0,0,0,0
"LOC101930275",34,7,22,21,25,19
"FGL1",1932,1796,2516,2232,1816,1610
"PCM1",3611,2200,4242,2933,3438,3933
"ASAH1",1851,2120,2648,2519,2689,2623
"LOC101929066",6,4,4,4,0,4
"LOC100133073",0,0,0,0,0,0
"NAT1",271,298,387,307,318,312
"RPL10AP11",0,0,0,0,0,0
"NAT2",6,2,6,8,0,10
"PSD3",416,217,431,293,381,426
"RPL35P6",0,0,0,0,0,0
"LOC107986868",5,0,4,0,0,0
"LOC105379303",0,0,0,0,0,0
"LOC105379301",0,0,0,0,0,0
"LOC100128993",1,0,0,0,0,0
"LOC105379300",0,0,0,0,0,0
"LOC105379306",0,0,0,0,0,0
"SH2D4A",2339,1373,2730,1743,1624,1834
"LOC102724881",30,12,37,29,22,25
"CSGALNACT1",463,443,646,602,645,713
"LOC105379308",29,6,16,2,4,2
"LOC107986920",0,0,0,0,0,0
"INTS10",2809,2958,3731,2584,2261,2509
"LOC105379309",0,0,0,0,0,0
"LOC107986921",0,0,0,0,0,0
"LPL",2,2,12,0,0,0
"LOC105379311",0,0,0,0,0,0
"LOC105379310",0,0,0,0,0,0
"LOC105379312",0,0,0,0,0,0
"SLC18A1",10,0,0,2,2,4
"ATP6V1B2",3142,3454,4785,4709,4458,4646
"LZTS1",2,2,4,2,0,2
"LZTS1-AS1",0,0,0,0,0,0
"LOC105379314",0,0,0,0,0,0
"LOC107986881",0,0,0,0,0,0
"SNORD3F",0,0,0,0,0,0
"LOC105379315",0,0,0,0,0,0
"TMEM97P2",0,0,0,0,0,0
"LOC105379316",0,0,0,0,0,0
"LOC102467222",0,0,0,0,0,0
"LINC02153",0,0,0,0,0,0
"LOC101929172",0,0,0,0,0,0
"LOC107986922",0,0,0,0,0,0
"GFRA2",2,0,2,0,6,2
"LOC105379318",0,0,0,0,0,0
"LOC107986923",0,0,0,0,0,0
"DOK2",8,0,0,0,0,0
"XPO7",2193,2672,3174,3096,3430,3774
"NPM2",4,6,6,4,6,4
"FGF17",5,6,0,0,0,0
"DMTN",1566,1645,2664,1930,1890,2212
"FAM160B2",796,967,1158,874,825,846
"NUDT18",403,346,532,384,332,287
"HR",2,2,10,0,4,2
"REEP4",1796,1628,2139,2184,1908,1862
"LGI3",2,0,0,2,0,0
"SFTPC",8,0,2,0,0,0
"BMP1",730,563,998,754,664,750
"PHYHIP",52,30,76,24,24,25
"MIR320A",0,0,2,0,0,0
"POLR3D",1734,1599,2485,1651,1672,1667
"LOC100507071",8,5,4,9,3,7
"PIWIL2",607,409,689,443,403,473
"SLC39A14",11773,15382,17032,19744,23908,25405
"RPL21P77",8,2,2,0,0,2
"PPP3CC",468,417,656,396,375,523
"BTF3P3",0,0,4,0,2,4
"SORBS3",5765,4769,7613,5797,4830,5609
"PDLIM2",2156,1620,3156,1949,1510,1918
"C8orf58",17,33,29,3,6,7
"LOC107986876",2,1,0,0,0,4
"CCAR2",6864,6347,8820,6819,6606,6888
"BIN3",245,431,487,418,345,367
"BIN3-IT1",20,7,12,4,11,4
"LOC105369180",42,2,15,4,4,0
"LOC107986924",0,0,0,0,0,0
"EGR3",1,4,1,4,0,2
"LOC105379322",0,0,0,0,0,0
"LOC105379321",0,0,0,0,0,0
"LOC107986926",0,0,0,0,0,0
"PEBP4",6,4,4,4,0,4
"LOC107986925",0,2,0,0,0,0
"LOC105379325",0,0,0,0,0,0
"LOC101929237",2,0,0,0,0,0
"LOC107984124",0,0,0,0,0,0
"RHOBTB2",1749,1568,2528,1700,1660,1668
"TNFRSF10B",3288,3861,4780,4378,5073,5631
"LOC286059",8,6,10,5,10,5
"LOC107986929",3,4,1,10,8,11
"LOC254896",0,0,0,2,0,0
"TNFRSF10C",0,0,0,0,0,0
"TNFRSF10D",1143,1576,1876,1542,1497,1842
"TNFRSF10A",1663,1375,2079,1244,1312,1445
"RPL23AP55",0,0,2,0,0,2
"LOC389641",211,224,249,203,293,257
"CHMP7",1406,1461,2138,1923,1692,1765
"LOC105379326",4,4,2,4,4,0
"R3HCC1",1748,1406,2203,1443,1186,1279
"LOXL2",19,17,44,14,15,19
"LOC100507156",0,0,0,2,0,0
"ENTPD4",1342,1304,1997,1711,1860,2115
"LOC646708",2,8,15,2,9,20
"LOC105379327",8,2,8,2,1,2
"SLC25A37",1190,849,1280,722,622,742
"SINHCAFP3",0,0,0,0,0,0
"LOC107986930",0,0,0,0,0,2
"NKX3-1",182,244,363,238,216,242
"NKX2-6",0,0,0,0,0,0
"LOC101929258",0,0,8,2,0,2
"STC1",6,6,18,6,4,4
"LOC107986931",0,0,0,0,0,0
"RNU1-148P",0,0,0,0,0,0
"LOC105379328",0,0,0,0,0,0
"ADAM28",27,30,45,34,35,32
"LOC101929294",2,0,3,0,1,4
"ADAMDEC1",0,0,6,0,0,0
"ADAM7",4,0,0,0,0,0
"LOC101929315",0,0,0,0,0,0
"LOC107986932",0,0,0,0,0,0
"LOC107986882",0,0,0,0,0,0
"LOC105379329",0,0,0,0,0,0
"NEFM",14,0,6,0,0,0
"LOC112268023",0,0,0,0,0,0
"NEFL",8,0,12,0,0,0
"MIR6841",0,0,0,0,0,0
"LOC105379330",0,0,0,0,0,0
"LOC100421161",0,0,0,0,0,0
"DOCK5",2780,1987,3761,2213,2889,3526
"MIR6876",2,0,0,0,0,0
"LOC105379331",0,1,3,0,0,0
"GNRH1",29,22,28,8,15,7
"KCTD9",1970,2306,3148,2668,2722,3039
"CDCA2",2749,2187,3581,2274,2456,2610
"LOC107986933",0,0,0,0,0,0
"LOC105379333",0,0,0,0,0,0
"LOC105379332",0,0,0,0,0,0
"EBF2",0,0,0,0,10,0
"LOC102723395",0,0,0,0,0,0
"LOC105379335",3,16,7,4,12,8
"LOC105379336",18,18,10,10,23,10
"PPP2R2A",4380,4418,6726,4519,4503,4868
"SDAD1P1",10,10,14,24,12,12
"BNIP3L",942,686,991,976,1006,1078
"DNAJB6P2",0,0,0,0,0,0
"LOC105379337",6,0,0,0,2,0
"PNMA2",28,24,36,32,52,54
"DPYSL2",2910,2246,3008,2572,3028,2780
"PSME2P5",0,0,2,0,0,0
"ADRA1A",2,0,8,4,0,0
"LOC105379339",0,0,0,0,0,0
"MIR548H4",0,0,0,0,0,0
"LOC105379340",71,70,102,80,68,91
"STMN4",2,0,0,0,0,0
"TRIM35",1418,1619,2388,1479,1569,1680
"PTK2B",361,403,572,507,587,608
"MIR6842",0,0,0,0,0,0
"CHRNA2",0,0,2,2,0,6
"EPHX2",278,317,356,343,276,316
"CLU",8817,7005,10932,7420,6039,6849
"MIR6843",0,2,0,0,0,0
"SCARA3",1228,1180,1964,1251,1281,1435
"MIR3622B",0,0,0,0,0,0
"MIR3622A",0,0,0,0,0,0
"CCDC25",1358,300,812,303,260,298
"LOC107986934",4,0,2,0,1,0
"ESCO2",981,1200,1583,1667,1871,1924
"PBK",2014,2251,2777,2543,2254,2189
"SCARA5",10,18,24,12,2,8
"MIR4287",0,0,0,0,0,0
"LOC105379342",0,0,0,0,0,0
"NUGGC",27,21,36,27,50,28
"ELP3",1871,1837,2410,2366,1979,2105
"LOC105379343",6,0,0,0,4,0
"LOC100131127",0,0,0,1,0,0
"LOC100130891",0,0,0,0,0,0
"RPL5P22",0,0,0,0,0,0
"PNOC",4,0,1,0,0,1
"ZNF395",3217,2151,3251,2329,2193,2301
"FBXO16",84,48,73,80,66,58
"FZD3",755,597,830,640,664,698
"MIR4288",0,0,0,0,0,0
"EXTL3",1831,1808,2474,1741,1983,2254
"EXTL3-AS1",9,4,3,1,0,0
"INTS9",520,550,750,613,694,717
"HMBOX1",531,193,514,210,308,316
"LOC105379346",2,0,4,0,0,0
"KIF13B",1831,1357,2533,1496,1943,2090
"DUSP4",800,688,1154,370,434,524
"LOC105379349",0,0,0,0,0,0
"LOC107986883",0,0,0,0,0,0
"LOC105379350",0,0,0,0,0,0
"LOC107986935",0,0,0,0,0,0
"LOC105379351",0,0,0,1,4,0
"LOC105379352",0,0,2,0,0,0
"RPL17P33",0,0,0,0,0,0
"LINC00589",2,6,0,0,2,0
"LINC02099",0,0,4,0,2,0
"LOC101929470",8,22,20,6,14,4
"LOC107986884",2,2,14,3,9,5
"LOC105379354",0,0,0,0,0,0
"LINC02209",0,0,6,0,0,0
"MIR3148",0,0,0,0,0,0
"MAP2K1P1",4,0,7,2,7,8
"SARAF",3695,3792,5170,4120,3864,4157
"LEPROTL1",1578,1512,1998,1446,1475,1457
"RPS15AP24",4,6,6,2,0,2
"MBOAT4",4,6,2,0,2,2
"DCTN6",1301,1220,2037,1375,1060,1162
"HSPA8P11",0,0,2,0,0,0
"TAGLN2P2",0,0,0,0,0,0
"LOC100128441",0,0,0,0,0,0
"TUBBP1",22,14,18,18,20,28
"RBPMS-AS1",84,55,95,69,33,73
"RBPMS",1901,1459,2516,1641,1639,1650
"LOC112268025",52,20,46,6,9,10
"LOC112268024",184,104,237,138,141,110
"GTF2E2",1804,1484,2312,1488,1231,1305
"SMIM18",4,0,2,0,2,0
"GSR",7180,7010,9845,7194,7120,7455
"UBXN8",1104,1040,1522,996,886,991
"LOC105379356",1,2,10,2,8,10
"LOC105379355",11,5,24,1,0,0
"PPP2CB",3370,3895,5601,4476,4285,4574
"TEX15",142,88,200,92,167,191
"LOC105379357",0,0,0,0,0,0
"LPGAT1P1",0,0,0,0,0,0
"PURG",0,0,4,0,0,0
"WRN",297,312,490,394,519,497
"LOC105379358",0,0,8,0,0,0
"KCTD9P6",0,0,0,0,0,0
"LOC101929492",6,0,6,0,6,0
"LOC105379360",0,0,0,0,0,0
"NRG1",12,12,24,4,14,4
"LOC107986936",0,0,0,0,0,0
"NRG1-IT1",0,0,0,0,0,0
"LOC105379361",0,0,0,0,0,0
"NRG1-IT3",0,0,0,0,0,0
"LOC105379362",4,2,2,2,2,0
"FUT10",243,288,364,383,490,547
"LOC100507379",16,8,10,0,0,0
"MAK16",1893,1888,2435,1947,2203,2287
"TTI2",305,590,497,539,570,635
"SNORD13",9,2,2,2,0,0
"LOC100630919",0,0,0,0,0,0
"RPL10P18",0,0,0,0,0,0
"RNF122",26,44,60,24,36,20
"DUSP26",180,124,206,226,92,144
"LOC105379363",0,0,0,0,0,0
"VENTXP5",0,0,0,0,0,0
"LOC105379364",0,0,0,0,0,0
"RPL6P22",0,0,0,0,0,0
"LOC105379366",0,0,0,0,0,0
"LOC105379365",0,0,0,0,0,0
"RPL10AP3",0,0,0,0,0,0
"LINC01288",0,0,0,0,0,0
"RPL21P80",12,0,4,4,0,0
"LOC105379368",0,0,0,0,0,0
"LOC105379369",0,0,0,0,0,0
"UNC5D",4,0,2,0,0,0
"LSM12P1",70,27,44,25,43,32
"LOC101929550",0,0,4,0,2,0
"LOC112268026",0,0,0,0,0,0
"LOC105379370",0,0,0,0,0,0
"LOC105379371",0,0,0,0,0,0
"KCNU1",0,0,0,0,0,0
"LOC105379375",0,0,0,0,0,0
"TPT1P8",2,0,0,0,0,0
"LOC105379376",0,0,0,0,0,0
"RPL26P25",0,0,0,0,0,0
"LOC105379377",0,0,1,0,0,0
"SMARCE1P4",0,0,0,0,0,0
"LOC100507403",0,0,0,0,0,0
"LINC01605",22,14,18,9,7,6
"LOC105379379",0,0,6,0,0,0
"LOC105379378",0,4,2,0,0,0
"LOC105379380",1,0,0,0,0,0
"ZNF703",3688,2710,3615,2124,2370,2159
"LOC101929622",0,0,0,0,0,0
"LOC102723701",0,0,4,0,4,0
"ERLIN2",1439,1984,2132,2221,2669,2793
"LOC728024",60,66,60,36,58,32
"PLPBP",2559,1841,2863,2236,2239,2536
"LOC105379381",0,0,0,0,0,0
"ADGRA2",25,12,41,26,28,30
"BRF2",307,644,667,470,434,525
"RAB11FIP1",6178,5984,8609,5555,6462,7189
"GOT1L1",0,0,1,0,0,0
"ADRB3",0,0,0,0,0,0
"EIF4EBP1",3770,2682,3852,3454,2631,3151
"ASH2L",1591,1764,2437,2074,2186,2543
"STAR",10,6,9,6,5,6
"LOC105379382",0,0,2,0,0,0
"LSM 1.00",1605,1575,2294,1399,1167,1311
"BAG4",1661,1362,1799,1437,1585,1482
"DDHD2",574,842,902,1060,1187,1461
"PLPP5",325,315,509,317,285,347
"NSD3",2102,1332,2334,1642,2075,2126
"LETM2",93,59,162,87,74,103
"LOC102723716",0,2,2,0,0,0
"FGFR1",406,325,677,428,445,515
"RPS20P22",10,0,6,1,1,0
"C8orf86",0,0,2,0,2,4
"LOC105379383",12,16,6,20,0,5
"LOC105379384",0,0,0,0,0,0
"RNF5P1",16,10,6,16,8,2
"TACC1",6331,3883,6542,4076,5121,5393
"PLEKHA2",472,456,631,513,632,652
"HTRA4",1,0,2,0,0,0
"TM2D2",3023,2329,3650,2658,2241,2243
"ADAM9",1944,4190,5301,5895,7797,8997
"SNORD38D",4,0,0,0,0,0
"ADAM32",0,0,1,0,0,2
"RPL3P10",0,0,0,0,0,0
"ADAM5",0,0,0,0,0,0
"ADAM3A",0,0,0,0,0,0
"LOC100130964",0,0,0,0,0,0
"ADAM18",0,3,0,0,0,2
"ADAM2",0,0,0,0,0,0
"IDO1",4,1,10,0,0,0
"IDO2",2,0,0,0,0,0
"LOC105379385",0,0,0,0,0,0
"LINC02866",0,0,0,0,0,0
"TCIM",18,20,56,16,22,32
"SIRLNT",2,3,0,0,0,2
"LOC105379388",2,0,2,0,0,0
"ZMAT4",0,0,6,0,0,0
"LOC107986938",0,0,0,0,0,0
"LOC105379389",0,0,0,0,0,0
"LOC105379390",0,0,0,0,0,0
"LOC105379771",0,0,2,0,0,0
"SFRP1",4,0,10,0,0,0
"MIR548AO",0,0,0,0,0,0
"SNORD65B",0,0,0,0,0,0
"LOC105379391",0,0,0,0,0,0
"GOLGA7",1490,1875,2300,2233,1956,2192
"KRT18P37",0,0,0,0,0,0
"GINS4",1570,1395,1962,1752,1575,1564
"LOC102723729",0,3,8,0,2,1
"GPAT4",5143,4168,6757,4157,3425,3613
"NKX6-3",0,0,0,0,0,0
"ANK1",2,0,4,0,4,0
"MIR486-1",0,0,0,0,0,0
"MIR486-2",0,0,0,0,0,0
"LOC105379392",0,0,0,0,0,0
"KAT6A",2587,1790,3763,1755,2539,2519
"LOC105379393",0,0,0,0,0,0
"LOC101059972",0,0,0,0,0,0
"LOC107986939",0,0,0,0,0,0
"AP3M2",689,516,796,715,784,760
"PLAT",16,5,38,14,12,30
"LOC101929897",0,0,0,0,0,0
"IKBKB",280,177,390,284,275,307
"LOC105379395",31,24,29,19,17,24
"POLB",773,748,1011,776,692,681
"RPL5P23",4,0,3,0,6,2
"DKK 4.00",8,4,4,6,4,4
"VDAC3",4511,4329,6566,4958,3981,4431
"SLC20A2",3400,3546,6082,3392,3714,4271
"SMIM19",339,254,420,256,238,208
"LOC105379396",0,0,0,0,0,0
"CHRNB3",0,0,0,0,0,0
"LOC100288666",0,0,0,0,0,0
"CHRNA6",0,0,0,0,0,0
"THAP1",416,469,669,519,577,556
"RNF170",868,579,824,733,684,762
"MIR4469",0,0,0,0,0,2
"HOOK3",2719,1256,2195,1441,2009,1870
"FNTA",2549,2313,3115,2597,2082,2524
"POMK",191,172,309,116,315,257
"HGSNAT",518,608,1014,800,1166,1010
"LOC101059977",0,0,0,0,0,0
"AFG3L2P1",0,0,0,0,0,0
"LOC101926993",0,0,0,0,0,0
"POTEA",0,0,0,0,0,0
"LOC105379397",0,0,0,0,0,0
"ASNSP1",0,0,0,0,0,0
"LOC105375811",0,0,0,0,0,0
"ASNSP4",0,0,0,0,0,0
"LOC100130861",0,0,0,0,0,0
"TRIM60P15",0,0,0,0,0,0
"LOC105375812",0,0,0,0,0,0
"LINC00293",0,0,0,0,0,0
"LOC728587",0,0,0,0,0,0
"LOC105375813",0,0,0,0,0,0
"LOC105375814",0,0,0,0,0,0
"MAPK6P4",0,0,0,0,0,0
"LOC105375815",4,0,0,0,0,0
"LOC105375816",16,2,0,0,2,4
"LOC105375817",0,0,0,0,0,0
"LOC107986885",0,0,0,0,0,0
"RPL10AP2",8,0,2,2,10,4
"LOC100287846",0,0,0,0,0,0
"IGLV8OR8-1",0,0,0,0,0,0
"SPIDR",730,767,907,894,760,757
"LOC107986940",4,0,0,0,2,1
"LOC100420054",19,24,41,20,13,28
"LOC100507422",0,0,10,0,2,0
"CEBPD",2552,2034,3159,1685,1475,1836
"PRKDC",11693,11099,17053,12756,18418,20392
"LOC105375818",22,6,10,1,0,4
"MCM4",13727,11182,16756,11933,13621,13776
"TCONS_00068220",118,112,184,104,102,117
"UBE2V2",3983,2902,4825,2700,2404,2578
"LOC107986941",0,0,0,0,0,0
"IDI1P2",0,0,0,0,0,0
"LOC105375820",0,0,0,0,0,0
"LOC105375821",0,0,0,0,0,0
"RPL29P19",0,0,0,0,0,0
"LOC105375822",0,0,0,0,0,0
"LOC112268027",0,0,0,0,0,0
"LOC101929268",0,0,0,0,0,0
"LINC02847",0,0,0,0,0,0
"LOC101929217",0,0,0,0,0,0
"EFCAB1",2,0,2,0,0,0
"LOC105375825",0,0,0,0,0,4
"SNAI2",0,0,0,0,2,0
"LOC107986942",0,0,2,0,0,0
"PPDPFL",0,0,0,0,0,0
"LOC105375826",0,0,0,0,0,0
"LOC100507464",0,0,0,0,0,0
"PSAT1P1",0,0,0,0,0,0
"SNTG1",4,0,0,0,0,0
"LOC105375829",0,0,2,0,0,0
"LOC105375828",0,0,0,0,0,0
"CYCSP22",0,0,0,0,0,0
"LOC100128686",0,0,0,0,0,0
"LOC105375830",0,0,0,0,0,0
"LOC105375831",0,0,0,0,0,0
"PXDNL",20,12,7,12,8,10
"BRIX1P1",0,0,0,0,0,0
"BTF3P1",0,0,2,0,0,0
"LOC105375833",12,4,3,16,0,6
"PCMTD1",306,297,412,508,413,498
"LOC102724330",52,42,82,64,66,74
"ST18",12,6,12,4,10,6
"LOC101929341",0,0,0,0,0,0
"RPL34P17",0,0,0,0,0,0
"ALKAL1",0,0,0,0,0,0
"RB1CC1",2126,717,1668,914,1288,1300
"LOC105375835",2,0,0,0,0,0
"LOC107986943",0,0,0,0,0,0
"NPBWR1",0,0,0,0,0,0
"LOC101060191",0,0,0,0,0,0
"LOC105375836",0,0,0,0,0,0
"OPRK1",0,0,6,0,2,0
"LOC100507516",0,0,0,0,0,0
"RPL21P79",2,0,0,0,0,0
"MAPK6P1",0,0,0,0,0,0
"ATP6V1H",1900,1836,2687,1918,1863,1665
"RGS20",38,49,81,45,62,36
"TCEA1",4581,5639,6929,6210,6437,6825
"LOC100131254",14,8,14,11,13,4
"LOC105375839",5,6,2,4,0,1
"LYPLA1",4146,4912,6215,5849,5674,5893
"TDGF1P5",5,0,8,0,2,2
"MRPL15",4272,3700,5563,3971,3407,3484
"CHCHD2P10",0,0,0,0,0,0
"RNU105C",0,0,0,0,0,0
"LOC105375840",0,0,2,0,0,0
"LOC105375841",0,0,0,0,0,0
"SOX17",0,0,0,0,0,0
"LOC100129098",0,0,4,0,0,0
"RP1",2,0,2,0,2,2
"SEC11B",0,0,2,0,0,0
"LOC100131013",0,0,0,0,0,0
"LOC105375842",0,0,0,0,0,0
"LOC107986944",0,0,0,0,0,0
"LOC107986886",2,0,0,0,0,0
"LOC107986887",0,0,0,0,0,0
"XKR4",2,0,0,0,0,0
"LOC105375844",0,0,0,0,0,0
"SBF1P1",0,0,0,0,0,0
"LOC105375843",0,0,0,0,0,0
"LOC105375845",0,0,0,0,0,0
"LOC105375846",0,0,6,2,0,4
"TMEM68",747,899,1057,867,893,922
"TGS1",1550,1178,1719,1275,1486,1477
"LYN",1393,1588,1914,1418,1547,1726
"SNORA1B",2,0,0,0,0,0
"PSMC6P1",14,18,30,22,6,6
"RPS20",78426,40512,68147,34954,26170,26569
"SNORD54",3,0,8,0,0,0
"CERNA3",4,2,1,0,0,2
"MOS",0,0,0,0,0,0
"PLAG1",48,48,58,53,38,32
"CHCHD7",1765,1062,1891,1289,875,774
"SDR16C5",6,4,2,2,0,0
"SDR16C6P",0,0,0,0,0,0
"LOC105375849",0,0,0,0,0,0
"PENK",0,0,0,0,0,0
"LOC101929415",0,0,0,0,0,0
"SEPTIN10P1",0,2,0,2,2,0
"LOC101929398",0,2,0,0,0,0
"LINC00968",0,0,0,0,0,0
"LOC105375850",0,0,0,0,0,0
"RPL37P6",2,0,2,4,0,8
"LOC105375851",0,0,0,0,0,0
"LOC105375852",0,0,0,0,0,0
"RNU6-13P",0,0,0,0,0,0
