"","SKA03_36","SKA03_38","SKA03_39","SKA03_56","SKA03_58","SKA03_59"
"MIR548F5",0,0,0,0,0,0
"TBCAP1",2,0,6,4,0,4
"LOC105373153",0,0,0,0,0,0
"FAM47A",0,0,0,0,0,0
"FTH1P14",0,0,0,0,0,0
"LOC107985674",0,0,0,0,0,0
"TMEM47",0,2,2,4,0,10
"FAM47B",0,0,0,0,0,0
"SIAH1P1",0,0,0,0,0,0
"MAGEB16",0,0,2,2,0,0
"CFAP47",2,0,0,0,0,0
"RNU6-641P",0,0,0,0,0,0
"HMGB1P16",0,0,0,0,0,0
"LOC101928627",0,0,0,0,0,0
"RPS15AP40",0,0,0,0,0,0
"LOC105373155",1,0,0,0,0,0
"LOC105373154",0,0,0,0,0,0
"LOC100422408",0,0,0,0,0,0
"FAM47C",0,0,0,0,0,0
"FTHL18",0,0,0,0,0,0
"PRRG1",1673,1374,1178,1295,1246,914
"LOC100420326",0,0,0,0,0,0
"FTH1P19",2,0,0,0,2,0
"FTH1P27",0,0,0,0,0,0
"FAM47DP",0,0,0,0,0,0
"LANCL3",0,0,0,0,0,0
"XK",4,0,2,38,44,36
"CYBB",0,0,2,4,4,20
"DYNLT3",909,921,881,943,967,750
"RNU6-49P",0,0,0,0,0,0
"SYTL5",327,229,238,202,182,142
"SC4MOP",0,0,0,0,0,0
"H2AP",0,0,0,0,0,0
"MIR548AJ2",0,0,0,0,0,0
"SRPX",18,8,12,30,34,18
"RPGR",162,138,142,146,146,177
"OTC",0,0,2,0,2,4
"TDGF1P1",0,0,0,0,0,0
"UBTFL11",0,0,0,0,0,0
"TSPAN7",34,44,40,120,148,204
"RNU7-7P",0,0,0,0,0,0
"LOC105373174",8,0,0,3,6,8
"MID1IP1-AS1",3,7,23,6,14,12
"MID1IP1",873,800,798,1036,997,1084
"LOC105373175",0,0,0,0,0,0
"LINC01281",0,0,0,0,0,0
"LINC01282",0,0,0,0,0,0
"LOC105373176",0,0,0,0,0,0
"LINC01283",0,0,0,0,0,0
"MIR3937",0,0,0,0,0,0
"LOC105373178",0,0,0,0,0,0
"LOC105373177",0,0,0,0,0,0
"RN7SL732P",0,0,0,0,0,0
"MIR1587",0,0,0,0,0,0
"RPS11P7",0,0,0,0,0,0
"LOC105373180",0,0,0,4,4,10
"BCOR",906,950,1105,721,892,815
"LOC107985687",4,0,0,4,4,0
"LOC105373181",0,12,0,0,12,4
"LOC101927476",0,0,0,6,0,0
"LOC105373182",0,0,0,0,0,0
"IMPDH1P2",0,0,0,0,0,0
"ATP6AP2",2918,3226,3021,4284,4466,4538
"MPC1L",0,0,0,0,0,0
"CXorf38",368,392,405,438,490,448
"MED14",2314,2171,2263,2529,2775,2359
"MED14OS",7,9,7,9,15,7
"TNIP2P1",0,0,0,0,0,0
"MKRN4P",0,0,0,0,0,0
"SDCBPP3",0,0,0,0,0,0
"RPL32P36",0,0,0,0,0,0
"RPS2P55",50,42,56,66,58,80
"CLIC4P3",0,0,0,0,0,0
"USP9X",6980,6314,6533,6772,7364,6585
"LINC02601",0,0,4,2,4,2
"LOC105373184",0,0,0,0,0,0
"DDX3X",19423,18441,17802,18531,18956,15794
"LOC107985678",4,5,18,4,19,4
"NYX",0,2,0,2,0,2
"CASK",6689,6284,6539,7251,7225,6752
"RN7SL144P",0,0,0,0,2,0
"GPR34",18,2,6,14,12,6
"GPR82",4,0,0,10,2,0
"RPS15AP39",0,0,0,0,0,0
"ATP5MC2P4",0,4,0,4,1,2
"RNU6-1124P",0,0,0,0,0,0
"LOC112268309",0,0,0,0,0,0
"LOC105373186",2,0,6,0,0,5
"PPP1R2C",0,0,0,0,0,0
"LOC107985717",0,0,0,0,0,0
"LOC105373188",0,0,0,0,0,0
"SMIM15P1",0,0,0,0,0,0
"PINCR",0,0,0,0,0,0
"IMPDH1P4",0,0,0,0,0,0
"NANOGP10",0,0,0,0,0,0
"MAOA",34,44,48,66,74,126
"MAOB",195,242,270,785,912,1196
"NDP",12,9,6,35,58,57
"NDP-AS1",0,0,0,0,0,0
"EFHC2",0,0,0,0,0,0
"RRM2P3",2,0,4,0,0,2
"FDPSP5",0,0,0,0,0,2
"FUNDC1",776,753,743,820,778,814
"CHTF8P1",0,0,0,2,0,0
"RPL19P20",0,0,0,0,0,0
"RPSAP61",0,0,0,0,0,0
"DUSP21",0,0,0,0,0,0
"LOC105373190",0,0,0,0,2,0
"KDM6A",1841,1769,1820,1205,1340,1167
"DIPK2B",0,0,0,0,0,0
"LOC105373191",0,0,0,0,0,0
"LINC01204",0,0,0,4,0,4
"KRT8P14",4,0,2,0,0,0
"MFFP3",0,0,0,0,0,0
"MIR221",0,0,0,0,0,0
"MIR222",0,0,0,0,0,0
"LINC02595",11,14,8,10,2,4
"MED28P4",0,0,0,0,0,0
"KRT18P68",0,0,0,0,0,0
"PCNAP3",0,0,0,0,0,0
"ACTBP1",4,0,2,3,0,2
"LINC01186",37,17,25,29,49,27
"GAPDHP65",0,6,8,2,4,4
"KRBOX4",152,161,148,188,207,201
"ZNF674",120,62,77,70,100,76
"ZNF674-AS1",30,18,33,40,48,47
"MKI67P1",0,0,0,0,0,0
"CHST7",78,79,88,134,110,82
"SLC9A7",921,916,1060,1018,1180,1043
"PGAM1P7",0,3,4,0,0,2
"RP2",1058,1161,1060,1178,1417,1134
"LINC01545",3,3,0,0,3,7
"JADE3",717,935,847,789,871,686
"RGN",587,714,790,1453,1358,1953
"LOC105373193",0,0,0,0,0,0
"LOC107985720",3,5,1,6,0,1
"RNU12-2P",0,0,0,0,0,0
"NDUFB11",2183,2514,2585,4137,3375,4114
"RBM10",1849,1738,1933,1988,2175,2013
"UBA1",10166,10634,11455,12755,12932,12866
"INE1",0,5,3,0,6,2
"LOC105373194",0,0,0,0,0,0
"CDK16",4124,4233,4781,4909,4936,5175
"USP11",2013,2010,2215,2700,2740,2925
"NICN2P",0,0,0,0,0,0
"ZNF157",2,0,2,0,4,0
"SNORA11C",0,0,0,0,0,0
"ZNF41",291,242,178,229,295,212
"LINC01560",0,0,0,0,0,0
"NUS1P1",10,12,10,6,8,10
"ARAF",1742,1722,1922,2360,2180,2463
"SYN1",2,0,2,2,2,0
"TIMP1",982,1133,1183,1644,1478,1512
"MIR4769",0,0,0,0,0,0
"CFP",0,0,2,0,0,0
"ELK1",1221,1458,1546,1329,1372,1435
"UXT",615,726,663,967,766,955
"UXT-AS1",5,2,0,6,9,1
"CXXC1P1",0,0,0,0,0,0
"WASF4P",10,12,28,30,14,18
"ZNF81",164,174,138,156,169,123
"ZNF182",198,180,204,216,248,248
"SPACA5",0,0,0,0,0,0
"ZNF630-AS1",3,6,12,39,36,11
"ZNF630",65,55,60,93,47,101
"SSX6P",0,0,0,0,0,0
"SPACA5B",0,0,0,0,0,0
"LOC643554",0,0,0,0,0,0
"SSXP3",0,0,0,0,0,0
"S100A11P5",0,0,0,0,0,0
"SSX5",0,0,0,0,0,0
"LOC100420083",0,0,0,0,0,0
"S100A11P7",0,0,0,0,0,0
"LOC100420084",0,0,0,0,0,0
"SSX1",4,4,12,0,2,0
"S100A11P6",0,0,0,0,0,0
"LOC100420551",0,0,0,0,0,0
"LOC791091",0,0,0,0,0,0
"SSX9P",0,0,0,0,0,0
"LOC791092",0,0,0,0,0,0
"S100A11P9",0,0,0,0,0,0
"SSX3",0,0,0,0,0,0
"LOC791093",0,0,0,0,0,0
"LOC101060049",0,0,0,0,0,0
"SSX4",0,0,0,0,0,0
"SSX4B",0,0,0,0,0,0
"LOC791096",2,0,0,2,0,0
"SLC38A5",32,20,46,86,80,126
"FTSJ1",870,836,830,932,864,845
"LOC101927635",0,0,0,10,0,0
"PORCN",26,30,60,56,43,41
"EBP",6540,6870,7755,10954,10100,11047
"TBC1D25",473,414,444,577,504,500
"RBM3",4986,5223,4329,5314,5452,5354
"WDR13",863,812,891,1408,1264,1804
"LOC107985695",0,0,0,0,0,0
"WAS",4,2,4,2,18,6
"SUV39H1",1050,1089,957,1186,1132,954
"GLOD5",0,2,0,2,0,2
"LOC100420869",0,2,0,4,4,0
"GATA1",2,0,1,0,0,0
"HDAC6",1169,1099,1475,1555,1816,1874
"ERAS",0,0,2,4,0,2
"PCSK1N",364,348,348,742,576,760
"TIMM17B",1833,1809,1819,2797,2570,2716
"PQBP1",1755,1787,1842,2663,2188,2550
"SLC35A2",2150,1999,2065,2762,2452,2536
"PIM2",498,442,524,567,486,448
"OTUD5",1010,958,1072,1788,1464,1719
"KCND1",2,12,8,14,16,14
"GRIPAP1",585,605,593,885,863,955
"TFE3",1671,1328,1468,1784,1612,1680
"CCDC120",238,220,262,302,314,402
"PRAF2",65,41,52,76,86,102
"WDR45",290,371,325,796,598,727
"GPKOW",821,799,850,978,888,921
"LOC105373195",0,0,2,8,11,0
"RN7SL262P",0,0,0,0,0,0
"MAGIX",28,49,62,88,64,64
"PLP2",1968,1708,1888,2236,1826,1838
"PRICKLE3",221,159,199,229,225,182
"SYP",282,324,245,447,535,421
"SYP-AS1",0,0,1,0,0,0
"CACNA1F",0,0,4,2,6,6
"HSPB1P2",0,0,2,2,2,1
"CCDC22",588,530,573,761,662,745
"FOXP3",3,8,6,12,22,15
"FLICR",1,6,1,0,0,0
"PPP1R3F",92,86,104,89,107,104
"GAGE10",0,0,0,0,0,0
"GAGE12J",0,0,0,0,0,0
"GAGE13",0,0,0,0,0,0
"GAGE12B",0,0,0,0,0,0
"GAGE12C",0,0,0,0,0,0
"GAGE12D",0,0,0,0,0,0
"GAGE12E",0,0,0,0,0,0
"GAGE12F",0,0,0,0,0,0
"GAGE12G",0,0,0,0,0,0
"GAGE12H",0,0,0,0,0,0
"GAGE2A",0,0,0,0,0,0
"GAGE1",0,0,0,0,0,0
"VDAC1P2",16,12,12,10,6,8
"SALL1P1",0,0,0,0,0,0
"PAGE1",0,2,0,0,0,0
"PAGE4",6,1,10,24,20,14
"USP27X-AS1",47,64,56,95,102,144
"USP27X",430,487,496,656,660,840
"CLCN5",4761,4236,4121,4667,4985,4346
"MIR532",0,0,0,0,0,0
"MIR188",0,0,0,0,0,0
"MIR500A",0,0,0,0,0,0
"MIR362",0,0,0,0,0,0
"MIR501",0,0,0,0,0,0
"MIR500B",0,0,1,0,0,0
"MIR660",0,0,0,0,0,0
"MIR502",0,0,0,0,0,0
"AKAP4",0,0,0,0,0,2
"CCNB3",18,24,10,22,14,20
"DGKK",0,6,12,24,18,12
"SHROOM4",28,20,34,50,60,44
"H3P44",0,0,0,0,2,0
"BMP15",0,4,0,0,0,0
"HMGB1P15",0,0,0,0,0,0
"LOC105373202",0,0,0,4,1,0
"LOC101060199",0,0,0,0,0,0
"LINC01284",0,0,0,0,0,0
"LOC105373204",0,0,0,0,0,0
"NUDT10",0,0,0,0,0,0
"EZHIP",0,0,0,0,0,0
"NUDT11",0,0,0,0,0,0
"LINC01496",0,0,0,0,0,0
"CENPVL3",0,2,0,0,0,0
"LOC105373205",0,0,0,1,0,0
"CENPVL2",0,0,0,0,0,0
"CENPVL1",0,0,0,0,0,0
"GSPT2",396,482,544,558,546,510
"MAGED1",6513,7288,8085,10418,10021,10816
"IPO7P1",0,0,0,0,2,0
"LOC401589",0,0,0,0,0,0
"LOC105377208",0,0,0,0,0,0
"MAGED4B",0,0,0,0,0,0
"SNORA11E",0,0,0,0,0,0
"MAGED4",0,0,0,0,0,0
"SNORA11D",0,0,0,0,0,0
"LOC105377209",0,0,0,0,0,0
"MIR8088",0,0,0,0,0,0
"XAGE2",0,0,0,0,0,0
"LOC107987327",0,0,0,0,0,0
"RBM22P6",0,0,0,0,0,0
"XAGE1A",0,0,0,0,0,0
"XAGE1B",0,0,0,0,0,0
"RBM22P11",0,0,0,0,0,0
"LOC107985640",0,0,0,0,0,0
"LOC107985659",0,0,0,0,0,0
"LOC100420089",0,0,0,0,0,0
"SSX8P",0,0,0,0,0,0
"SSX7",0,0,0,0,0,0
"LOC791097",0,0,0,0,0,0
"S100A11P10",0,0,0,0,0,0
"SSX2",0,0,0,0,0,0
"LOC791098",0,0,0,0,0,0
"LOC102723585",0,0,0,0,0,0
"SSX2B",0,0,0,0,0,0
"S100A11P8",0,0,0,0,0,0
"SPANXN5",0,0,0,0,0,0
"XAGE5",0,0,0,0,0,0
"LOC107985641",0,0,0,0,0,0
"EIF4A2P4",0,0,0,0,0,0
"XAGE3",0,0,0,0,3,2
"FAM156B",0,2,2,0,0,2
"FAM156A",6,2,0,4,4,8
"GPR173",0,0,0,0,0,0
"TSPYL2",448,508,556,680,672,606
"KANTR",40,14,41,58,48,41
"ACTG1P10",0,0,0,0,0,0
"KDM5C",2430,2472,2645,3208,3299,3203
"MIR6895",0,0,0,0,0,0
"MIR6894",0,0,0,0,0,0
"IQSEC2",48,70,46,159,109,144
"MPV17L2P1",0,0,0,0,0,0
"SMC1A",6242,6264,6774,5370,6569,4866
"MIR6857",0,0,0,0,0,0
"RIBC1",42,21,22,28,12,46
"HSD17B10",2752,3108,2851,3922,3882,4160
"VTRNA3-1P",0,0,0,0,0,0
"HUWE1",11082,9512,9322,10597,13303,10563
"MIR98",0,0,0,0,0,0
"MIRLET7F2",0,0,0,0,0,0
"LOC100128454",0,0,0,0,0,0
"PHF8",768,824,872,905,1034,903
"FAM120C",114,104,155,187,164,183
"WNK3",2,2,0,0,0,0
"RPL7AP71",0,0,0,0,0,0
"TSR2",2241,2167,2279,2441,2605,2513
"FGD1",27,30,52,30,35,26
"GNL3L",2987,2378,2529,2423,2353,2029
"LOC107985712",0,0,0,0,0,2
"PGAM4P1",0,0,0,0,0,0
"ITIH6",2,16,34,22,26,26
"MAGED2",2513,2443,2808,4090,4002,4288
"SNORA11",0,0,0,0,2,2
"TRO",0,0,0,0,0,4
"SNORA11G",0,0,0,0,0,0
"PFKFB1",1,6,9,20,8,20
"APEX2",1082,1151,1112,1386,1313,1310
"ALAS2",0,0,1,0,0,0
"PAGE2B",0,0,2,0,0,0
"PAGE2",0,0,0,0,0,0
"FAM104B",237,228,234,322,364,389
"LOC101060042",0,0,0,0,0,0
"MTRNR2L10",0,0,0,0,0,0
"SNORA109",0,0,0,0,0,0
"PAGE5",0,0,0,0,0,0
"PAGE3",0,0,0,0,0,0
"LOC100421746",0,0,0,0,1,0
"MIR4536-1",0,0,0,0,0,0
"MIR4536-2",0,0,0,0,0,0
"MAGEH1",0,0,2,6,0,0
"USP51",61,96,74,72,86,115
"LOC101928692",2,0,0,0,2,2
"FOXR2",0,0,0,0,0,0
"LOC107985642",0,0,0,0,0,0
"XAGE-4",0,0,0,0,0,0
"RRAGB",252,220,175,231,281,342
"KLF8",4,10,11,14,27,19
"RPL23AP83",0,0,0,0,0,0
"UBQLN2",952,794,850,1130,1115,1136
"NBDY",284,287,359,422,388,470
"UQCRBP1",0,2,0,0,0,0
"SPIN3",272,219,255,246,292,348
"SPIN2B",56,55,54,100,69,84
"FAAH2",76,87,114,172,176,169
"SPIN2A",1,0,0,4,2,1
"MTHFD1P1",0,0,0,0,0,0
"ZXDB",270,198,220,270,222,186
"LOC107985708",0,0,0,0,0,0
"NLRP2B",0,0,0,0,0,0
"ZXDA",8,6,12,6,6,2
"MYCLP2",0,0,0,0,0,0
"KRT8P17",0,0,0,0,0,0
"ZFRP1",0,0,0,0,0,0
"LOC105377211",0,0,0,0,0,0
"LOC105377212",0,0,0,0,0,0
"CBX1P1",34,46,46,48,44,18
"LOC112268310",0,0,0,0,0,0
"SPIN4",270,310,335,314,452,374
"LINC01278",141,110,152,176,228,246
"ARHGEF9",57,65,118,134,134,144
"ARHGEF9-IT1",0,2,0,0,0,0
"BTF3P8",0,0,0,0,0,0
"MIR1468",0,0,0,0,0,0
"HNRNPDP1",0,0,0,2,0,0
"AMER1",420,482,534,412,414,496
"ASB12",0,0,9,2,3,0
"MTMR8",18,42,29,38,58,44
"LOC112268307",0,2,1,1,4,0
"SHC1P1",0,0,0,0,0,0
"YWHAZP7",0,0,0,0,0,0
"GRPEL2P2",0,0,0,0,0,0
"BLOC1S2P1",0,0,0,0,0,0
"LOC105373239",0,0,0,0,0,0
"ZC4H2",12,16,14,52,62,106
"ZC3H12B",9,4,14,38,40,54
"MORF4L1P5",0,0,0,0,0,0
"TLE1P1",4,0,0,10,4,10
"LAS1L",2173,2052,2134,2115,2090,2014
"FRMD8P1",0,0,0,0,0,0
"MSN",0,0,0,0,0,0
"LOC107985679",0,0,0,0,0,0
"NANOGP9",0,0,0,0,0,0
"ETF1P3",0,0,0,0,0,0
"CCNYL5",0,0,0,0,0,0
"MIR223",0,0,0,0,0,0
"VSIG4",0,0,0,0,0,0
"EIF4BP9",0,0,0,0,0,0
"HEPH",2041,2484,2753,3792,4174,4814
"PKMP2",0,0,0,0,0,0
"EDA2R",0,0,0,0,0,0
"LOC105373240",0,0,0,0,0,0
"LOC100129144",0,0,0,0,0,0
"AR",4,2,2,12,8,18
"LOC105373241",0,0,0,0,0,0
"BMI1P1",0,0,0,0,0,0
"OPHN1",160,211,215,151,195,199
"PGK1P1",4,4,2,0,0,0
"AKIRIN1P2",0,0,0,0,0,0
"LOC100128467",0,0,0,0,0,0
"YIPF6",1889,1895,1835,2176,2265,1977
"RPL31P63",2,0,0,0,0,0
"STARD8",6,2,6,12,6,0
"ACTR3P2",0,0,0,0,0,0
"SERBP1P1",12,6,10,12,10,14
"EFNB1",284,286,304,422,490,424
"LOC102723911",2,0,0,0,0,0
"LOC105373242",0,0,0,0,0,0
"LOC107985646",1,0,0,5,0,0
"PJA1",778,774,822,890,780,842
"HMGN1P35",0,0,0,0,0,0
"LINC00269",0,0,0,0,0,0
"CYCSP43",0,0,0,0,0,0
"FAM155B",391,361,437,410,420,378
"EDA",186,178,178,254,282,298
"PRKXP2",2,0,8,1,2,0
"CNOT7P1",0,0,0,0,0,0
"MIR676",0,0,0,0,0,0
"AWAT2",4,0,0,0,2,0
"OTUD6A",0,0,0,0,0,0
"IGBP1",1686,1746,1961,3014,2911,3634
"LOC107985683",1,1,1,0,4,5
"DGAT2L6",0,0,0,0,0,0
"AWAT1",0,0,0,0,0,0
"P2RY4",0,0,0,2,0,0
"ARR3",0,2,0,2,2,0
"RAB41",10,10,12,31,20,25
"PDZD11",1220,1440,1304,1863,1845,1886
"KIF4A",2971,3029,2918,2572,2995,2442
"RNY4P23",0,0,0,0,0,0
"GDPD2",0,2,0,15,21,33
"LOC105373244",0,0,0,0,0,0
"DLG3",1691,1779,1772,1943,2058,2057
"DLG3-AS1",9,7,7,11,8,8
"TEX11",0,0,0,0,0,0
"SNORD3E",0,0,0,0,0,0
"SLC7A3",0,0,0,0,0,0
"RPS23P8",56,52,66,92,92,86
"NUTF2P7",0,4,0,0,0,0
"RNU1-56P",0,0,0,0,0,0
"SOCS5P4",0,0,0,2,0,0
"SNX12",2478,2551,2640,3118,3020,3045
"FOXO4",198,223,293,638,720,782
"CXorf65",3,2,12,10,0,4
"IL2RG",84,130,135,367,378,476
"MED12",1195,1126,1205,1418,1817,1601
"NLGN3",11,10,14,0,9,6
"LOC107985688",0,0,0,2,0,2
"GJB1",1112,1727,1941,3912,4388,6258
"ZMYM3",2289,2399,2553,2769,3067,2840
"LOC105373247",0,0,2,0,0,0
"NONO",14063,14807,15587,17643,18706,18686
"ITGB1BP2",3,0,4,0,4,6
"TAF1",961,789,842,864,1045,871
"INGX",14,8,8,7,6,0
"OGT",3042,2551,2682,2598,2332,2226
"GCNA",14,10,4,4,10,8
"CXCR3",0,0,0,0,0,0
"LOC100129291",0,0,0,0,0,0
"LOC101059915",0,0,0,0,0,0
"LINC00891",0,0,0,0,0,0
"CXorf49",0,0,0,0,0,0
"LOC107987328",0,0,0,0,0,0
"LOC107987329",0,0,0,0,0,0
"CXorf49B",0,0,0,0,0,0
"LOC100132741",0,0,0,0,0,0
"LOC101060274",0,4,0,0,0,0
"NHSL2",4,0,4,2,12,2
"RPS26P11",0,0,2,0,2,0
"RTL5",18,18,8,7,14,13
"FLJ44635",0,0,0,2,0,2
"PIN4",664,676,645,995,1052,1012
"ERCC6L",1122,1042,1104,914,916,744
"RPS4X",27583,28417,30116,40580,38221,41901
"CITED1",2,2,6,8,4,2
"LOC105373250",0,0,0,0,0,1
"HDAC8",549,526,578,676,678,596
"PHKA1",536,414,572,385,575,432
"PHKA1-AS1",0,0,0,0,0,0
"CAPZA1P3",0,0,0,0,0,0
"DMRTC1B",0,0,0,0,0,0
"FAM226B",0,0,0,0,0,0
"FAM236B",0,0,0,0,0,0
"FAM236D",0,0,0,0,0,0
"DMRTC1",0,0,0,0,1,0
"FAM236C",0,0,0,0,0,0
"FAM236A",0,0,0,0,0,0
"FAM226A",0,0,0,0,0,0
"PABPC1L2B-AS1",0,0,0,0,0,0
"PABPC1L2B",0,0,0,0,0,0
"PABPC1L2A",0,0,0,0,0,0
"LOC101928380",0,0,0,0,0,0
"NAP1L6P",0,0,0,0,0,0
"NAP1L2",26,18,26,26,18,14
"TOMM20P4",2,0,0,0,0,0
"YWHAZP8",0,0,0,0,0,0
"CDX4",0,0,0,0,0,0
"MORF4L1P6",0,0,0,0,0,0
"MAP2K4P1",0,0,0,0,2,2
"CHIC1",552,586,500,598,682,516
"SEPHS1P4",0,0,0,0,0,0
"TSIX",0,0,0,0,0,0
"XIST",0,2,0,0,0,0
"FXYD6P3",0,0,0,0,0,0
"JPX",212,287,213,259,216,204
"FTX",43,28,33,17,34,23
"RPSAP14",1,0,0,0,0,0
"UHRF2P1",8,0,0,0,0,0
"MKRN5P",2,0,0,2,2,0
"ATP5MDP1",0,0,0,0,0,0
"BMP2KL",1,0,0,0,4,0
"RAB11FIP1P1",27,13,11,20,18,11
"MIR421",3,0,0,2,0,0
"MIR374B",0,0,0,0,0,0
"MIR374C",0,0,0,0,0,0
"MIR545",0,0,0,0,0,0
"MIR374A",0,0,0,0,0,0
"ZCCHC13",0,0,0,0,0,0
"LOC727681",0,0,0,0,0,0
"RPS6P26",0,0,0,0,0,0
"THAP12P1",0,0,2,0,0,0
"RPS7P14",0,4,0,0,0,0
"LOC105373252",0,0,0,0,0,0
"SLC16A2",0,0,0,0,0,0
"HNRNPA1P25",0,0,0,0,0,0
"PABPC1P3",0,0,0,0,0,3
"RLIM",1954,1906,1846,2096,2142,1848
"NEXMIF",0,2,2,0,0,0
"ABCB7",1245,1286,1336,1655,1683,1696
"UPRT",422,544,603,772,812,760
"BUD31P2",0,0,0,3,0,0
"TERF1P7",1,1,2,10,20,16
"ZDHHC15",0,0,0,2,0,0
"RPL21P134",0,0,0,0,0,0
"LOC107985664",0,0,0,0,0,0
"PCNPP4",0,0,0,0,0,0
"BRAFP1",0,2,0,0,0,0
"TTC3P1",8,7,2,6,9,2
"MAGEE2",0,0,0,0,0,0
"SAR1AP4",0,0,0,0,0,0
"ARL5AP5",0,0,0,0,0,0
"LOC107985665",2,12,14,27,30,55
"PBDC1",1276,962,1000,1481,1426,1521
"LDHBP2",0,0,0,0,0,0
"MAGEE1",54,94,78,78,94,84
"MIR325HG",0,0,0,0,0,0
"MIR384",0,0,0,0,0,0
"MIR325",0,0,0,0,0,0
"LOC105373254",0,0,0,0,0,0
"FGF16",0,0,0,0,0,0
"ATRX",1756,1577,1757,2191,2476,2417
"MAGT1",4453,4569,5071,5697,5825,5212
"COX7B",2199,2565,2610,4149,4016,4331
"ATP7A",356,380,411,466,521,429
"LOC101241901",2,0,0,6,16,0
"PGAM4",4,2,4,5,0,2
"PGK 1.00",18703,20349,19571,25213,24599,24062
"TAF9B",1300,1441,1314,1476,1532,1502
"LOC107985669",0,0,0,0,0,0
"CYSLTR1",0,0,0,0,0,0
"HMGN1P34",0,0,0,0,0,0
"LOC107985670",0,0,0,0,0,0
"RTL3",0,0,0,0,0,0
"LPAR4",0,0,0,0,0,0
"RPL7P54",0,0,0,0,0,0
"MIR4328",0,0,0,0,0,0
"P2RY10",0,0,0,0,0,0
"GPR174",0,0,0,0,0,0
"KIF4CP",0,0,0,0,0,0
"ITM2A",0,0,0,0,2,0
"LOC105373282",0,0,0,0,0,0
"TBX22",0,0,0,0,0,0
"CHMP1B2P",0,0,0,0,0,0
"TENT5D",0,0,0,0,0,0
"WBP11P3",0,0,0,0,0,0
"HK2P1",16,22,18,4,2,4
"BRWD3",760,795,865,866,1042,808
"PSMA1P1",0,4,4,0,0,0
"LOC105373283",0,4,0,2,2,2
"VDAC1P1",16,22,50,28,48,26
"HMGN5",46,76,107,127,194,194
"SH3BGRL",730,909,856,1400,1518,1640
"LOC105373284",0,0,0,0,0,0
"LOC105373285",0,0,0,0,0,0
"LOC105373286",0,0,0,0,0,0
"RPL22P22",0,0,0,0,0,0
"LOC105373287",0,0,0,0,0,0
"LOC105373288",0,0,0,0,0,0
"EIF3MP1",0,0,0,0,0,0
"ATG4AP1",0,0,0,0,0,0
"LOC107985635",0,0,0,0,0,0
"POU3F4",0,0,0,0,0,0
"POMPP1",0,0,0,0,0,0
"TERF1P4",2,0,0,0,0,0
"CYLC1",0,0,0,0,0,0
"RPS6KA6",431,475,530,669,687,681
"MIR548I4",0,0,0,0,0,0
"HDX",6,6,0,0,4,2
"SETP4",0,0,0,0,0,0
"UBE2DNL",0,0,0,0,0,0
"APOOL",716,688,717,810,913,958
"SATL1",10,9,10,4,18,20
"LOC101928128",0,0,0,0,0,1
"ZNF711",406,472,445,513,593,623
"POF1B",1197,1510,1484,2298,2944,2935
"MIR1321",0,0,0,0,0,0
"SFR1P2",0,0,0,0,0,0
"CHM",1322,1444,1420,1519,1751,1539
"MIR361",0,0,0,0,0,0
"STIP1P3",0,0,0,0,0,0
"DACH2",0,0,0,0,0,0
"EEF1A1P29",0,0,0,0,2,0
"LOC112267875",0,0,0,0,0,0
"GEMIN8P3",0,0,0,0,0,0
"COPS8P1",0,0,0,0,0,0
"KLHL4",0,0,2,0,0,2
"RPSAP15",16,36,22,38,32,38
"TMEM184CP1",0,0,0,0,0,0
"CAPZA1P1",0,0,0,0,0,0
"LOC107985713",8,9,3,7,8,12
"CPXCR1",0,0,0,0,0,0
"LOC107985653",0,0,0,0,0,0
"SRIP2",0,0,0,0,0,0
"LOC102724150",0,0,0,0,0,0
"TGIF2LX",0,0,0,0,0,0
"STAU2P1",0,0,0,0,0,0
"USP12PX",0,0,0,0,0,0
"RNF19BPX",0,0,0,0,0,0
"LOC105373292",0,0,0,0,0,0
"LOC107985700",0,0,0,0,0,0
"PABPC5-AS1",0,0,0,0,0,0
"LOC107985643",0,0,0,0,0,0
"LOC100287033",0,0,0,0,0,0
"PABPC5",0,0,0,0,0,0
"SERBP1P4",0,0,0,0,0,0
"LOC105373293",0,0,0,0,0,0
"PCDH11X",0,0,0,0,0,0
"RNU2-26P",0,0,0,0,0,0
"VDAC1P3",0,0,0,0,0,0
"EIF4A1P10",36,34,34,32,32,26
"KRT18P11",8,10,8,6,2,0
"RPL26P36",0,2,0,0,0,2
"TUSC2P2",0,0,0,0,0,0
"AP2B1P1",2,0,0,4,0,0
"ST13P18",0,4,6,4,6,6
"NT5DC1P1",0,0,0,0,0,0
"RPL7P55",0,0,0,0,0,0
"NAP1L3",0,0,0,0,0,0
"FAM133A",4,2,2,2,0,4
"LOC107985704",0,0,0,0,0,0
"PAICSP7",0,0,0,0,0,0
"LOC107985647",2,1,2,0,0,0
"CCNB1IP1P3",0,0,0,4,0,0
"LOC107985710",0,0,0,0,0,0
"MIR548M",0,0,0,0,0,0
"CALM1P1",0,0,0,0,0,0
"LOC100129001",0,0,0,0,0,0
"RPS7P13",0,0,0,0,0,0
"LOC648927",0,0,0,2,0,2
"LOC101928508",0,0,0,0,0,0
"BRDTP1",0,0,0,0,0,0
"LOC105373294",2,0,0,0,0,0
"LOC107985714",2,2,3,0,0,8
"LOC105373296",0,0,4,4,0,1
"LOC100130500",0,0,0,0,0,0
